50
-23	-13	0	0	0	0	0	20	-25	4	15	0	25	-4	0	0	25	17	0	0	0	13	0	5	0	-19	15	0	0	325	0	0	-17	-4	0	0	0	0	0	22	0	0	-22	0	0	0	0	-5	22	0	915
9	12	14	0	-28	-14	0	10	15	-11	-20	0	25	0	-18	1	-22	0	9	-17	-22	0	-28	0	19	-30	-4	-12	-10	27	-543	27	-19	0	14	0	-7	0	-2	22	0	25	0	0	-15	0	11	0	12	1	911
-30	9	0	0	-18	-23	0	-30	0	0	6	0	-17	0	18	0	4	-13	0	-19	0	-21	0	21	0	0	-27	-24	0	0	0	-443	-29	0	0	0	0	25	0	0	-29	0	22	0	12	0	-6	25	0	0	-116
0	5	9	-25	0	0	-9	27	13	-4	12	0	0	0	0	0	-16	-30	0	0	-19	0	0	0	0	0	0	0	0	-17	0	0	-294	0	0	12	-26	0	-22	28	0	0	-2	0	0	0	0	0	0	0	295
0	0	0	-18	20	0	0	0	0	0	0	-1	0	-3	2	28	-27	15	0	10	-18	0	0	0	-29	5	18	0	-21	0	0	0	0	-330	28	-16	0	0	0	-25	0	23	0	0	-13	0	0	0	0	0	-173
-22	-20	0	0	0	0	0	22	9	0	0	3	0	0	22	-15	0	-12	-2	-11	19	11	0	9	-4	-19	-17	15	0	-12	16	-13	0	0	-320	23	0	0	3	0	0	0	0	0	0	0	0	0	0	10	-486
0	27	0	13	15	0	26	20	0	0	0	0	0	-23	0	-26	-10	0	-28	0	0	-6	0	21	0	6	0	2	0	0	0	0	0	0	0	325	0	0	13	0	-26	-19	0	3	-30	0	0	0	0	0	484
-3	10	0	0	0	0	0	-1	-23	-24	0	4	0	-29	0	-29	-21	0	17	5	0	-5	28	0	0	0	0	0	0	0	-21	-22	0	0	0	0	359	7	-8	4	0	0	0	0	-15	12	-23	1	-15	22	302
-26	0	0	-23	-29	0	9	0	19	0	-27	5	0	0	0	-6	0	20	0	0	-28	3	0	-25	-23	24	0	24	0	-26	-9	29	-24	0	-8	-17	9	543	3	0	0	21	0	20	-14	-17	-9	1	24	11	-617
-15	-29	13	-27	0	-28	24	0	-23	0	-15	0	0	-15	0	0	0	8	6	6	29	29	0	-28	0	26	0	12	0	-21	-24	22	-20	0	0	0	7	0	-507	-23	0	28	0	3	14	0	2	0	0	0	-342
20	-19	-15	-7	11	0	-25	12	-29	0	13	-22	0	7	19	28	0	-24	9	0	24	0	-30	0	14	0	-4	-24	8	-16	0	0	-6	-15	22	0	20	0	-30	532	0	-6	-12	4	-6	0	0	16	0	0	-276
0	0	-17	29	29	0	19	20	5	0	-15	-2	-11	-9	0	29	-18	24	11	-23	-1	17	7	-3	0	0	0	-21	22	0	0	-17	0	-8	0	0	-6	5	-2	23	-526	-29	7	-21	28	0	-5	0	-13	7	329
19	0	15	-26	0	-29	0	25	-29	0	6	0	18	17	0	0	-24	-20	0	21	16	0	0	0	0	0	0	0	8	0	0	-7	0	0	23	22	1	0	0	0	9	420	0	-8	0	29	0	-26	0	0	272
-17	28	-30	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	10	-22	-19	0	-27	3	3	-22	0	25	0	-16	0	17	13	-3	0	0	0	-399	-10	23	0	29	0	0	15	919
-29	-5	27	0	0	0	0	4	0	0	-12	-13	-28	27	-23	0	0	-12	26	0	0	-5	0	-8	0	0	-2	0	-22	29	0	-14	-9	0	-9	0	11	0	0	0	10	-27	0	-424	4	8	0	-24	-26	0	955
0	-11	0	0	0	0	-27	-3	-6	0	-26	0	-29	0	-10	-29	25	0	-28	-12	0	0	0	-29	7	0	13	-13	-18	-27	3	0	0	0	-25	-2	0	0	0	0	0	-17	0	0	383	-6	0	0	0	0	-312
-18	14	0	11	6	-22	-12	0	23	0	16	-16	-10	2	0	24	0	-5	0	24	-5	0	6	0	6	28	15	0	17	20	15	-10	-2	-26	0	0	0	0	0	0	17	0	-7	0	22	-409	0	0	0	0	298
0	0	-19	0	0	0	-15	0	0	0	3	0	0	0	-21	8	24	-13	28	0	28	0	-11	0	-5	17	-11	0	0	0	0	-2	12	-24	-24	-27	2	0	0	8	0	0	0	0	-15	0	-371	0	0	-30	-218
-12	0	0	-15	0	-6	7	0	0	25	0	4	-16	0	0	3	9	0	0	0	-5	4	7	-8	0	0	0	0	26	0	-3	0	0	3	27	0	-27	-28	0	0	0	-7	0	0	-27	6	0	-301	0	-11	-82
0	9	9	15	0	0	-30	0	24	28	0	0	0	0	0	0	0	0	-22	0	-2	0	0	0	-9	6	0	-26	4	0	0	20	0	2	0	5	18	0	0	0	27	-11	4	19	0	0	-16	0	-340	-22	-269
-12	-4	0	-8	0	-25	13	-6	3	0	-13	19	0	0	0	6	1	-12	0	-1	-9	0	5	0	0	0	-14	2	0	0	28	0	26	-4	-15	-2	0	0	0	-1	0	0	0	0	0	-29	-12	15	0	300	619
